URL: /
Timestamp: Fri Mar 03 2023 21:52:45 GMT-0800 (Pacific Standard Time)

URL: /
Timestamp: Fri Mar 03 2023 22:03:37 GMT-0800 (Pacific Standard Time)

URL: /
Timestamp: Fri Mar 03 2023 22:14:44 GMT-0800 (Pacific Standard Time)

URL: /
Timestamp: Fri Mar 03 2023 22:23:10 GMT-0800 (Pacific Standard Time)

URL: /favicon.ico
Timestamp: Fri Mar 03 2023 22:23:10 GMT-0800 (Pacific Standard Time)

URL: /documentation
Timestamp: Fri Mar 03 2023 22:23:25 GMT-0800 (Pacific Standard Time)

URL: /favicon.ico
Timestamp: Fri Mar 03 2023 22:23:25 GMT-0800 (Pacific Standard Time)

URL: /documentation
Timestamp: Fri Mar 03 2023 22:26:23 GMT-0800 (Pacific Standard Time)

URL: /favicon.ico
Timestamp: Fri Mar 03 2023 22:26:23 GMT-0800 (Pacific Standard Time)

URL: /
::1 - - [13/Apr/2023:19:39:05 +0000] "GET /movies/director/Peter%20Jackson HTTP/1.1" 200 367 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:19:43:55 +0000] "PUT /users/bryantortega HTTP/1.1" 500 16 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:19:44:21 +0000] "PUT /users/bryantortega HTTP/1.1" 500 16 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:19:45:03 +0000] "PUT /users/bryantortega HTTP/1.1" 500 16 "-" "PostmanRuntime/7.32.2"
::1 - - [13/Apr/2023:19:47:54 +0000] "POST /users/bryantortega/movies/64338c560bd317ad36c628e4 HTTP/1.1" 500 16 "-" "PostmanRuntime/7.32.2"
::1 - - [14/Apr/2023:18:54:34 +0000] "PUT /users/bryantortega HTTP/1.1" 200 229 "-" "PostmanRuntime/7.32.2"
::1 - - [14/Apr/2023:19:09:32 +0000] "POST /users/UPDATEDortega/movies/64338c560bd317ad36c628e4 HTTP/1.1" 200 256 "-" "PostmanRuntime/7.32.2"
::1 - - [14/Apr/2023:19:12:10 +0000] "DELETE /users/UPDATEDortega/movies/643389a17461001bc5801dbf HTTP/1.1" 500 16 "-" "PostmanRuntime/7.32.2"
::1 - - [14/Apr/2023:19:15:19 +0000] "DELETE /users/UPDATEDortega/movies/643389a17461001bc5801dbf HTTP/1.1" 200 229 "-" "PostmanRuntime/7.32.2"
::1 - - [14/Apr/2023:19:16:14 +0000] "GET /movies/genre/Heist HTTP/1.1" 500 66 "-" "PostmanRuntime/7.32.2"
::1 - - [15/Apr/2023:02:25:42 +0000] "GET /movies/genre/Heist HTTP/1.1" 200 165 "-" "PostmanRuntime/7.32.2"
